"Skola","Enhetskod","Skolkommun","Kommunkod","Typavhuvudman","Huvudman","HuvudmanOrgnr","Eleverförskoleklass","Andelflickor(%)","Elever ÅK 1-9","","","","","","","","","","","",""
"NyaVarvetskolanF-6","15623804","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000051","47.1","000000312","","","","","","","","","","","",""
"NygårdsskolanF-9","65651613","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000051","47.1","000000562","","","","","","","","","","","",""
"Nytorpsskolan4-9","47120557","Göteborg","1480","Kommunal","Göteborgskommun","2120001355",".",".","000000357","","","","","","","","","","","",""
"NäsetskolanF-6","22344869","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000052","57.7","000000324","","","","","","","","","","","",""
"OscarFredriksskolanF-6","30230888","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000066","53","000000402","","","","","","","","","","","",""
"ParkskolanF-6","17065517","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000051","60.8","000000264","","","","","","","","","","","",""
"ProlympiaGöteborg","54367867","Göteborg","1480","Enskild","GothenburgAssociationAB","5567295851",".",".","000000315","","","","","","","","","","","",""
"PåvelundsskolanF-9","77556882","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000076","48.7","000001038","","","","","","","","","","","",""
"RambergsskolanF-6","28236918","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000097","57.7","000000404","","","","","","","","","","","",""
"RamsdalsskolanF-3","49507388","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000076","44.7","000000161","","","","","","","","","","","",""
"RannebergsskolanF-3","37630524","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000048","50","000000111","","","","","","","","","","","",""
"RosendalsskolanF-6","31966730","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000080","48.8","000000469","","","","","","","","","","","",""
"RudolfSteinerskolanGöteborg","42817980","Göteborg","1480","Enskild","StiftelsenRudolfSteinerskolan","8572019142","000000019","52.6","000000196","","","","","","","","","","","",""
"RyaskolanF-9","71424690","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000086","53.5","000000530","","","","","","","","","","","",""
"RävebergsskolanF-3","12868813","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000050","48","000000144","","","","","","","","","","","",""
"Römosseskolan","72408586","Göteborg","1480","Enskild","FöreningenFramstegsskolaniGöteborg","8551021952",".",".","000000096","","","","","","","","","","","",""
"RömosseskolanAgnesberg","44691359","Göteborg","1480","Enskild","FöreningenFramstegsskolaniGöteborg","8551021952",".",".","000000092","","","","","","","","","","","",""
"SandarnaskolanF-6","48773104","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000025","40","000000215","","","","","","","","","","","",""
"SandeklevsskolanF-9","91683255","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000026","50","000000302","","","","","","","","","","","",""
"Sannaskolan7-9","49474076","Göteborg","1480","Kommunal","Göteborgskommun","2120001355",".",".","000000440","","","","","","","","","","","",""
"Santosskolan7-9","76261770","Göteborg","1480","Kommunal","Göteborgskommun","2120001355",".",".","000000458","","","","","","","","","","","",""
"SisjöskolanF-3","25991607","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000046","52.2","000000133","","","","","","","","","","","",""
"SjumilaskolanF-9","39406080","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000065","47.7","000000465","","","","","","","","","","","",""
"SkogomeskolanF-6","48883830","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000049","32.7","000000276","","","","","","","","","","","",""
"SkutehagsskolanF-6","78863858","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000048","43.8","000000538","","","","","","","","","","","",""
"SkytteskolanF-9","65688769","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000048","52.1","000000591","","","","","","","","","","","",""
"SkårsskolanF-6","94336500","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000074","48.6","000000437","","","","","","","","","","","",""
"Skälltorpsskolan7-9","21231498","Göteborg","1480","Kommunal","Göteborgskommun","2120001355",".",".","000000270","","","","","","","","","","","",""
"SlottsbergsskolanF-6","64116429","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000041","61","000000085","","","","","","","","","","","",""
"SnäckebergsskolanF-3","85514854","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000023","..","000000063","","","","","","","","","","","",""
"SolbackeskolanF-6","28887899","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000027","55.6","000000158","","","","","","","","","","","",""
"StiftelsenBackatorpsskolan","64430977","Göteborg","1480","Enskild","StiftelsenBackatorpsskolan","8024814397","000000052","50","000000282","","","","","","","","","","","",""
"StiftelsenTheEnglishSchoolGothenburg","66890810","Göteborg","1480","Enskild","StiftelsenEnglishSchoolInGothenburg","8551009148","000000046","52.2","000000405","","","","","","","","","","","",""
"StyrsöskolanF-9","81179515","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000017","..","000000305","","","","","","","","","","","",""
"Svartedalsskolan4-9","10245367","Göteborg","1480","Kommunal","Göteborgskommun","2120001355",".",".","000000495","","","","","","","","","","","",""
"SvenskaBalettskolan","24937512","Göteborg","1480","Kommunal","Göteborgskommun","2120001355",".",".","000000122","","","","","","","","","","","",""
"TalldungeskolanF-3","72450138","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000071","47.9","000000187","","","","","","","","","","","",""
"TaubeskolanF-6","11099088","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000068","63.2","000000296","","","","","","","","","","","",""
"ToleredsskolanF-9","43055932","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000056","46.4","000000649","","","","","","","","","","","",""
"TorpaskolanF-9","11465652","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000050","48","000000438","","","","","","","","","","","",""
"Torslandaskolan7-9","89487045","Göteborg","1480","Kommunal","Göteborgskommun","2120001355",".",".","000000527","","","","","","","","","","","",""
"TorslandaskolanF-6","82589201","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000045","44.4","000000320","","","","","","","","","","","",""
"TretjärnsskolanF-3","72624322","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000072","55.6","000000155","","","","","","","","","","","",""
"TrollängsskolanF-6","97724398","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000025","48","000000151","","","","","","","","","","","",""
"Trulsegårdsskolan7-9","22474777","Göteborg","1480","Kommunal","Göteborgskommun","2120001355",".",".","000000524","","","","","","","","","","","",""
"TångenskolanF-6","24070185","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000053","43.4","000000285","","","","","","","","","","","",""
"UtbynässkolanF-3","72572754","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000051","45.1","000000156","","","","","","","","","","","",""
"Utmarksskolan4-9","39000072","Göteborg","1480","Kommunal","Göteborgskommun","2120001355",".",".","000000290","","","","","","","","","","","",""
"Vasaskolan","56168083","Göteborg","1480","Enskild","StiftelsenförKristnaSkolor","8572027434","000000020","..","000000283","","","","","","","","","","","",""
"Victoriaskolan","80678068","Göteborg","1480","Enskild","TyskaSkolanGöteborgEk.För.","7696043608","000000048","43.8","000000451","","","","","","","","","","","",""
"Viljaskolan","57333669","Göteborg","1480","Enskild","UtbildiaAB","5591893754","000000038","36.8","000000252","","","","","","","","","","","",""
"VittraKronhusparken","67543412","Göteborg","1480","Enskild","VittraskolornaAB","5564586716","000000018","..","000000387","","","","","","","","","","","",""
"VästerhedsskolanF-3","54863812","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000081","60.5","000000167","","","","","","","","","","","",""
"Vättleskolan4-9","56818726","Göteborg","1480","Kommunal","Göteborgskommun","2120001355",".",".","000000267","","","","","","","","","","","",""
"VättnedalsskolanF-6","64067087","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000041","43.9","000000232","","","","","","","","","","","",""
"ÅkeredsskolanF-6","45526612","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000038","47.4","000000217","","","","","","","","","","","",""
"ÅnässkolanF-6","84500401","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000073","56.2","000000431","","","","","","","","","","","",""
"ÄlvegårdsskolanF-3","30072224","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000020","60","000000089","","","","","","","","","","","",""
"Änglagårdskolan","87427999","Göteborg","1480","Enskild","GothenburgAssociationAB","5567295851",".",".","000000323","","","","","","","","","","","",""
"ÄngåsskolanF-6","67435601","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000026","..","000000194","","","","","","","","","","","",""
"ÖnneredsskolanF-9","91687391","Göteborg","1480","Kommunal","Göteborgskommun","2120001355","000000054","50","000000862","","","","","","","","","","","",""
"Hällekisskolan","62884539","Götene","1471","Kommunal","Götenekommun","2120001652","000000012","..","000000096","","","","","","","","","","","",""
"Källbygård","77691159","Götene","1471","Kommunal","Götenekommun","2120001652","000000038","63.2","000000199","","","","","","","","","","","",""
"Liljestensskolan1","34900938","Götene","1471","Kommunal","Götenekommun","2120001652",".",".","000000213","","","","","","","","","","","",""
"Liljestensskolan2","16790280","Götene","1471","Kommunal","Götenekommun","2120001652",".",".","000000238","","","","","","","","","","","",""
"Ljungsbackenskolan","59512837","Götene","1471","Kommunal","Götenekommun","2120001652","000000041","63.4","000000231","","","","","","","","","","","",""
"Lundabyn","24771373","Götene","1471","Kommunal","Götenekommun","2120001652","000000016","..","000000136","","","","","","","","","","","",""
"Lunden","38081093","Götene","1471","Kommunal","Götenekommun","2120001652",".",".","000000003","","","","","","","","","","","",""
"Prästgårdsskolan","60697764","Götene","1471","Kommunal","Götenekommun","2120001652","000000037","29.7","000000264","","","","","","","","","","","",""
"Alléskolan","20706826","Habo","0643","Kommunal","Habokommun","2120001611","000000074","41.9","000000500","","","","","","","","","","","",""
"Bränningeskolan","87453774","Habo","0643","Kommunal","Habokommun","2120001611","000000025","60","000000246","","","","","","","","","","","",""
"Fagerhultsskola","42615925","Habo","0643","Kommunal","Habokommun","2120001611","000000019","78.9","000000124","","","","","","","","","","","",""
"Hagabodaskolan","38553494","Habo","0643","Kommunal","Habokommun","2120001611",".",".","000000523","","","","","","","","","","","",""
"Hagenskolan","89879483","Habo","0643","Kommunal","Habokommun","2120001611","000000091","46.2","000000278","","","","","","","","","","","",""
"Kråkerydskolan","79878458","Habo","0643","Kommunal","Habokommun","2120001611","000000021","57.1","000000129","","","","","","","","","","","",""
"Kyrkhedensskola4-9","86113785","Hagfors","1783","Kommunal","Hagforskommun","2120001884",".",".","000000235","","","","","","","","","","","",""
"KyrkhedensskolaF-3","76332227","Hagfors","1783","Kommunal","Hagforskommun","2120001884","000000029","44.8","000000066","","","","","","","","","","","",""
"Rådaskola","64392595","Hagfors","1783","Kommunal","Hagforskommun","2120001884","000000010","..","000000040","","","","","","","","","","","",""
"Sunnemoskola","32863672","Hagfors","1783","Kommunal","Hagforskommun","2120001884","000000011","..","000000056","","","","","","","","","","","",""
"Älvstrandenbildn.centrum4-6","93229087","Hagfors","1783","Kommunal","Hagforskommun","2120001884",".",".","000000183","","","","","","","","","","","",""
"Älvstrandenbildn.centrum7-9","18315553","Hagfors","1783","Kommunal","Hagforskommun","2120001884",".",".","000000198","","","","","","","","","","","",""
"Älvstrandenbildn.centrumF-3","92934002","Hagfors","1783","Kommunal","Hagforskommun","2120001884","000000052","51.9","000000099","","","","","","","","","","","",""
"Folkasboskolan","99707554","Hallsberg","1861","Kommunal","Hallsbergskommun","2120001926","000000044","59.1","000000311","","","","","","","","","","","",""
"Fredriksbergskolan","66493604","Hallsberg","1861","Kommunal","Hallsbergskommun","2120001926","000000024","70.8","000000136","","","","","","","","","","","",""
"Långängskolan","17140131","Hallsberg","1861","Kommunal","Hallsbergskommun","2120001926","000000056","44.6","000000362","","","","","","","","","","","",""
"Sköllerstaskola","61946431","Hallsberg","1861","Kommunal","Hallsbergskommun","2120001926","000000020","50","000000112","","","","","","","","","","","",""
"Stocksätterskolan","30150909","Hallsberg","1861","Kommunal","Hallsbergskommun","2120001926","000000053","30.2","000000281","","","","","","","","","","","",""
